CWE,Language,Query id,Query name
CWE-200,JavaScript/TypeScript,js/exposure-of-private-files,Exposure of private files
CWE-200,JavaScript/TypeScript,js/cross-window-information-leak,Cross-window communication with unrestricted target origin
CWE-200,JavaScript/TypeScript,js/stack-trace-exposure,Information exposure through a stack trace
CWE-200,JavaScript/TypeScript,js/build-artifact-leak,Storage of sensitive information in build artifact
CWE-200,JavaScript/TypeScript,js/clear-text-logging,Clear-text logging of sensitive information
CWE-200,JavaScript/TypeScript,js/clear-text-storage-of-sensitive-data,Clear text storage of sensitive information
CWE-200,JavaScript/TypeScript,js/sensitive-get-query,Sensitive data read from GET request
CWE-200,Python,py/bind-socket-all-network-interfaces,Binding a socket to all network interfaces
CWE-200,Python,py/stack-trace-exposure,Information exposure through an exception
CWE-200,Python,py/flask-debug,Flask app is run in debug mode
CWE-200,Python,py/clear-text-logging-sensitive-data,Clear-text logging of sensitive information
CWE-200,Python,py/clear-text-storage-sensitive-data,Clear-text storage of sensitive information
CWE-200,Python,py/possible-timing-attack-against-hash,Timing attack against Hash
CWE-200,Python,py/timing-attack-against-hash,Timing attack against Hash
CWE-200,Python,py/timing-attack-against-header-value,Timing attack against header value
CWE-200,Python,py/possible-timing-attack-sensitive-info,Timing attack against secret
CWE-200,Python,py/timing-attack-sensitive-info,Timing attack against secret
CWE-200,Ruby,rb/unsafe-hmac-comparison,Unsafe HMAC Comparison
CWE-200,Ruby,rb/stack-trace-exposure,Information exposure through an exception
CWE-200,Ruby,rb/clear-text-logging-sensitive-data,Clear-text logging of sensitive information
CWE-200,Ruby,rb/clear-text-storage-sensitive-data,Clear-text storage of sensitive information
CWE-200,Ruby,rb/sensitive-get-query,Sensitive data read from GET request
CWE-200,Rust,rust/cleartext-logging,Cleartext logging of sensitive information
CWE-200,Swift,swift/cleartext-logging,Cleartext logging of sensitive information
CWE-201,C#,cs/sensitive-data-transmission,Information exposure through transmitted data
CWE-201,JavaScript/TypeScript,js/cross-window-information-leak,Cross-window communication with unrestricted target origin
CWE-203,Go,go/timing-attack,Timing attacks due to comparison of sensitive secrets
CWE-203,Java/Kotlin,java/possible-timing-attack-against-signature,Possible timing attack against signature validation
CWE-203,Java/Kotlin,java/timing-attack-against-headers-value,Timing attack against header value
CWE-203,Java/Kotlin,java/timing-attack-against-signature,Timing attack against signature validation
CWE-203,Python,py/possible-timing-attack-against-hash,Timing attack against Hash
CWE-203,Python,py/timing-attack-against-hash,Timing attack against Hash
CWE-203,Python,py/timing-attack-against-header-value,Timing attack against header value
CWE-203,Python,py/possible-timing-attack-sensitive-info,Timing attack against secret
CWE-203,Python,py/timing-attack-sensitive-info,Timing attack against secret
CWE-203,Ruby,rb/unsafe-hmac-comparison,Unsafe HMAC Comparison
CWE-208,Java/Kotlin,java/possible-timing-attack-against-signature,Possible timing attack against signature validation
CWE-208,Java/Kotlin,java/timing-attack-against-headers-value,Timing attack against header value
CWE-208,Java/Kotlin,java/timing-attack-against-signature,Timing attack against signature validation
CWE-208,Python,py/possible-timing-attack-against-hash,Timing attack against Hash
CWE-208,Python,py/timing-attack-against-hash,Timing attack against Hash
CWE-208,Python,py/timing-attack-against-header-value,Timing attack against header value
CWE-208,Python,py/possible-timing-attack-sensitive-info,Timing attack against secret
CWE-208,Python,py/timing-attack-sensitive-info,Timing attack against secret
CWE-208,Ruby,rb/unsafe-hmac-comparison,Unsafe HMAC Comparison
CWE-209,C#,cs/information-exposure-through-exception,Information exposure through an exception
CWE-209,Go,go/stack-trace-exposure,Information exposure through a stack trace
CWE-209,Java/Kotlin,java/error-message-exposure,Information exposure through an error message
CWE-209,Java/Kotlin,java/stack-trace-exposure,Information exposure through a stack trace
CWE-209,JavaScript/TypeScript,js/stack-trace-exposure,Information exposure through a stack trace
CWE-209,Python,py/stack-trace-exposure,Information exposure through an exception
CWE-209,Ruby,rb/stack-trace-exposure,Information exposure through an exception
CWE-215,C#,cs/web/debug-binary,Creating an ASP.NET debug binary may reveal sensitive information
CWE-215,Python,py/flask-debug,Flask app is run in debug mode
CWE-216,JavaScript/TypeScript,js/exposure-of-private-files,Exposure of private files
CWE-219,JavaScript/TypeScript,js/exposure-of-private-files,Exposure of private files
CWE-221,C#,cs/catch-of-all-exceptions,Generic catch clause
CWE-221,C#,cs/web/missing-x-frame-options,Missing X-Frame-Options HTTP header
CWE-221,Java/Kotlin,java/overly-general-catch,Overly-general catch clause
CWE-221,JavaScript/TypeScript,js/missing-x-frame-options,Missing X-Frame-Options HTTP header
CWE-221,Python,py/catch-base-exception,Except block handles 'BaseException'
CWE-227,C/C++,cpp/double-free,Potential double free
CWE-227,C/C++,cpp/incorrectly-checked-scanf,Incorrect return-value check for a 'scanf'-like function
CWE-227,C/C++,cpp/missing-check-scanf,Missing return-value check for a 'scanf'-like function
CWE-227,C/C++,cpp/overflowing-snprintf,Potentially overflowing call to snprintf
CWE-227,C/C++,cpp/wrong-number-format-arguments,Too few arguments to formatting function
CWE-227,C/C++,cpp/wrong-type-format-argument,Wrong type of arguments to formatting function
CWE-227,C/C++,cpp/too-few-arguments,Call to function with fewer arguments than declared parameters
CWE-227,C/C++,cpp/ignore-return-value-sal,SAL requires inspecting return value
CWE-227,C/C++,cpp/hresult-boolean-conversion,Cast between HRESULT and a Boolean type
CWE-227,C/C++,cpp/lock-order-cycle,Cyclic lock order dependency
CWE-227,C/C++,cpp/twice-locked,Mutex locked twice
CWE-227,C/C++,cpp/unreleased-lock,Lock may not be released
CWE-227,C/C++,cpp/work-with-changing-working-directories,"Find work with changing working directories, with security errors."
CWE-227,C/C++,cpp/wrong-use-of-the-umask,Find the wrong use of the umask function.
CWE-227,C/C++,cpp/experimental-double-free,Errors When Double Free
CWE-227,C/C++,cpp/dangerous-use-of-exception-blocks,Dangerous use of exception blocks.
CWE-227,C/C++,cpp/double-release,Errors When Double Release
CWE-227,C#,cs/inconsistent-equals-and-gethashcode,Inconsistent Equals(object) and GetHashCode()
CWE-227,C#,cs/invalid-dynamic-call,Bad dynamic call
CWE-227,C#,cs/web/missing-x-frame-options,Missing X-Frame-Options HTTP header
CWE-227,Java/Kotlin,java/ejb/container-interference,EJB interferes with container operation
CWE-227,Java/Kotlin,java/ejb/file-io,EJB uses file input/output
CWE-227,Java/Kotlin,java/ejb/graphics,EJB uses graphics
CWE-227,Java/Kotlin,java/ejb/native-code,EJB uses native code
CWE-227,Java/Kotlin,java/ejb/reflection,EJB uses reflection
CWE-227,Java/Kotlin,java/ejb/security-configuration-access,EJB accesses security configuration
CWE-227,Java/Kotlin,java/ejb/substitution-in-serialization,EJB uses substitution in serialization
CWE-227,Java/Kotlin,java/ejb/socket-or-stream-handler-factory,EJB sets socket factory or URL stream handler factory
CWE-227,Java/Kotlin,java/ejb/server-socket,EJB uses server socket
CWE-227,Java/Kotlin,java/ejb/non-final-static-field,EJB uses non-final static field
CWE-227,Java/Kotlin,java/ejb/synchronization,EJB uses synchronization
CWE-227,Java/Kotlin,java/ejb/this,EJB uses 'this' as argument or result
CWE-227,Java/Kotlin,java/ejb/threads,EJB uses threads
CWE-227,Java/Kotlin,java/missing-call-to-super-clone,Missing super clone
CWE-227,Java/Kotlin,java/inconsistent-equals-and-hashcode,Inconsistent equals and hashCode
CWE-227,Java/Kotlin,java/unreleased-lock,Unreleased lock
CWE-227,Java/Kotlin,java/missing-super-finalize,Finalizer inconsistency
CWE-227,Java/Kotlin,java/missing-format-argument,Missing format argument
CWE-227,Java/Kotlin,java/unused-format-argument,Unused format argument
CWE-227,Java/Kotlin,java/static-initialization-vector,Using a static initialization vector for encryption
CWE-227,Java/Kotlin,java/empty-finalizer,Empty body of finalizer
CWE-227,Java/Kotlin,java/do-not-call-finalize,Do not callfinalize()
CWE-227,JavaScript/TypeScript,js/superfluous-trailing-arguments,Superfluous trailing arguments
CWE-227,JavaScript/TypeScript,js/missing-x-frame-options,Missing X-Frame-Options HTTP header
CWE-227,Python,py/equals-hash-mismatch,Inconsistent equality and hashing
CWE-227,Python,py/call/wrong-named-class-argument,Wrong name for an argument in a class instantiation
CWE-227,Python,py/call/wrong-number-class-arguments,Wrong number of arguments in a class instantiation
CWE-227,Python,py/super-not-enclosing-class,First argument to super() is not enclosing class
CWE-227,Python,py/call/wrong-named-argument,Wrong name for an argument in a call
CWE-227,Python,py/percent-format/wrong-arguments,Wrong number of arguments for format
CWE-227,Python,py/call/wrong-arguments,Wrong number of arguments in a call
CWE-227,Swift,swift/static-initialization-vector,Static initialization vector for encryption
CWE-228,C/C++,cpp/wrong-number-format-arguments,Too few arguments to formatting function
CWE-228,C/C++,cpp/too-few-arguments,Call to function with fewer arguments than declared parameters
CWE-233,C/C++,cpp/wrong-number-format-arguments,Too few arguments to formatting function
CWE-233,C/C++,cpp/too-few-arguments,Call to function with fewer arguments than declared parameters
CWE-234,C/C++,cpp/wrong-number-format-arguments,Too few arguments to formatting function
CWE-234,C/C++,cpp/too-few-arguments,Call to function with fewer arguments than declared parameters
CWE-242,C/C++,cpp/dangerous-function-overflow,Use of dangerous function
CWE-243,C/C++,cpp/work-with-changing-working-directories,"Find work with changing working directories, with security errors."
CWE-247,C#,cs/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-247,Go,go/sensitive-condition-bypass,User-controlled bypassing of sensitive action
CWE-248,C/C++,cpp/operator-find-incorrectly-used-exceptions,Operator Find Incorrectly Used Exceptions
CWE-248,C#,cs/web/missing-global-error-handler,Missing global error handler
CWE-248,Go,go/redundant-recover,Redundant call to recover
CWE-248,Java/Kotlin,java/uncaught-number-format-exception,Missing catch of NumberFormatException
CWE-248,Java/Kotlin,java/uncaught-servlet-exception,Uncaught Servlet Exception
CWE-248,JavaScript/TypeScript,js/server-crash,Server crash
CWE-250,JavaScript/TypeScript,js/remote-property-injection,Remote property injection
CWE-250,JavaScript/TypeScript,js/remote-property-injection-more-sources,Remote property injection with additional heuristic sources
CWE-252,C/C++,cpp/missing-check-scanf,Missing return-value check for a 'scanf'-like function
CWE-252,C/C++,cpp/return-value-ignored,Return value of a function is ignored
CWE-252,C/C++,cpp/inconsistent-call-on-result,Inconsistent operation on return value
CWE-252,C/C++,cpp/ignore-return-value-sal,SAL requires inspecting return value
CWE-252,C/C++,cpp/incorrect-allocation-error-handling,Incorrect allocation-error handling
CWE-252,C/C++,cpp/work-with-changing-working-directories,"Find work with changing working directories, with security errors."
CWE-252,C#,cs/unchecked-return-value,Unchecked return value
CWE-252,Go,go/missing-error-check,Missing error check
CWE-252,Go,go/unhandled-writable-file-close,Writable file handle closed without error handling
CWE-252,Java/Kotlin,java/inconsistent-call-on-result,Inconsistent operation on return value
CWE-252,Java/Kotlin,java/return-value-ignored,Method result ignored
CWE-252,Python,py/ignored-return-value,Ignored return value
CWE-253,C/C++,cpp/incorrectly-checked-scanf,Incorrect return-value check for a 'scanf'-like function
CWE-253,C/C++,cpp/missing-check-scanf,Missing return-value check for a 'scanf'-like function
CWE-253,C/C++,cpp/overflowing-snprintf,Potentially overflowing call to snprintf
CWE-253,C/C++,cpp/hresult-boolean-conversion,Cast between HRESULT and a Boolean type
CWE-256,C#,cs/password-in-configuration,Password in configuration file
CWE-256,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-256,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-256,JavaScript/TypeScript,js/password-in-configuration-file,Password in configuration file
CWE-258,C#,cs/empty-password-in-configuration,Empty password in configuration file
CWE-258,JavaScript/TypeScript,js/empty-password-in-configuration-file,Empty password in configuration file
CWE-259,C#,cs/hardcoded-connection-string-credentials,Hard-coded connection string with credentials
CWE-259,C#,cs/hardcoded-credentials,Hard-coded credentials
CWE-259,Go,go/hardcoded-credentials,Hard-coded credentials
CWE-259,JavaScript/TypeScript,js/hardcoded-credentials,Hard-coded credentials
CWE-259,Python,py/hardcoded-credentials,Hard-coded credentials
CWE-259,Ruby,rb/hardcoded-credentials,Hard-coded credentials
CWE-259,Rust,rust/hard-coded-cryptographic-value,Hard-coded cryptographic value
CWE-259,Swift,swift/constant-password,Constant password
CWE-260,C/C++,cpp/cleartext-storage-file,Cleartext storage of sensitive information in file
CWE-260,C#,cs/empty-password-in-configuration,Empty password in configuration file
CWE-260,C#,cs/password-in-configuration,Password in configuration file
CWE-260,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-260,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-260,JavaScript/TypeScript,js/password-in-configuration-file,Password in configuration file
CWE-260,JavaScript/TypeScript,js/empty-password-in-configuration-file,Empty password in configuration file
CWE-266,C/C++,cpp/wrong-use-of-the-umask,Find the wrong use of the umask function.
CWE-266,Java/Kotlin,java/android/intent-uri-permission-manipulation,Intent URI permission manipulation
CWE-269,C/C++,cpp/wrong-use-of-the-umask,Find the wrong use of the umask function.
CWE-269,C/C++,cpp/drop-linux-privileges-outoforder,LinuxPrivilegeDroppingOutoforder
CWE-269,Java/Kotlin,java/android/intent-uri-permission-manipulation,Intent URI permission manipulation
CWE-269,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-269,JavaScript/TypeScript,js/remote-property-injection,Remote property injection
CWE-269,JavaScript/TypeScript,js/remote-property-injection-more-sources,Remote property injection with additional heuristic sources
CWE-271,C/C++,cpp/drop-linux-privileges-outoforder,LinuxPrivilegeDroppingOutoforder
CWE-271,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-273,C/C++,cpp/drop-linux-privileges-outoforder,LinuxPrivilegeDroppingOutoforder
CWE-273,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-284,GitHub Actions,actions/improper-access-control,Improper Access Control
CWE-284,GitHub Actions,actions/pr-on-self-hosted-runner,Pull Request code execution on self-hosted runner
CWE-284,C/C++,cpp/user-controlled-bypass,Authentication bypass by spoofing
CWE-284,C/C++,cpp/cleartext-storage-file,Cleartext storage of sensitive information in file
CWE-284,C/C++,cpp/world-writable-file-creation,File created without restricting permissions
CWE-284,C/C++,cpp/open-call-with-mode-argument,File opened with O_CREAT flag but without mode argument
CWE-284,C/C++,cpp/unsafe-dacl-security-descriptor,Setting a DACL to NULL in a SECURITY_DESCRIPTOR
CWE-284,C/C++,cpp/wrong-use-of-the-umask,Find the wrong use of the umask function.
CWE-284,C/C++,cpp/drop-linux-privileges-outoforder,LinuxPrivilegeDroppingOutoforder
CWE-284,C/C++,cpp/pam-auth-bypass,PAM Authorization bypass
CWE-284,C#,cs/empty-password-in-configuration,Empty password in configuration file
CWE-284,C#,cs/password-in-configuration,Password in configuration file
CWE-284,C#,cs/web/missing-function-level-access-control,Missing function level access control
CWE-284,C#,cs/hard-coded-symmetric-encryption-key,Hard-coded symmetric encryption key
CWE-284,C#,cs/session-reuse,Failure to abandon session
CWE-284,C#,cs/web/insecure-direct-object-reference,Insecure Direct Object Reference
CWE-284,C#,cs/hardcoded-connection-string-credentials,Hard-coded connection string with credentials
CWE-284,C#,cs/hardcoded-credentials,Hard-coded credentials
CWE-284,C#,cs/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-284,C#,cs/web/broad-cookie-domain,Cookie security: overly broad domain
CWE-284,C#,cs/web/broad-cookie-path,Cookie security: overly broad path
CWE-284,Go,go/insecure-hostkeycallback,Use of insecure HostKeyCallback implementation
CWE-284,Go,go/email-injection,Email content injection
CWE-284,Go,go/hardcoded-credentials,Hard-coded credentials
CWE-284,Go,go/pam-auth-bypass,PAM authorization bypass due to incorrect usage
CWE-284,Go,go/improper-ldap-auth,Improper LDAP Authentication
CWE-284,Go,go/parse-jwt-with-hardcoded-key,Decoding JWT with hardcoded key
CWE-284,Go,go/sensitive-condition-bypass,User-controlled bypassing of sensitive action
CWE-284,Go,go/cors-misconfiguration,CORS misconfiguration
CWE-284,Java/Kotlin,java/local-temp-file-or-directory-information-disclosure,Local information disclosure in a temporary directory
CWE-284,Java/Kotlin,java/android/intent-uri-permission-manipulation,Intent URI permission manipulation
CWE-284,Java/Kotlin,java/unsafe-cert-trust,Unsafe certificate trust
CWE-284,Java/Kotlin,java/android/insecure-local-key-gen,Insecurely generated keys for local authentication
CWE-284,Java/Kotlin,java/android/insecure-local-authentication,Insecure local authentication
CWE-284,Java/Kotlin,java/insecure-smtp-ssl,Insecure JavaMail SSL Configuration
CWE-284,Java/Kotlin,java/unsafe-hostname-verification,Unsafe hostname verification
CWE-284,Java/Kotlin,java/socket-auth-race-condition,Race condition in socket authentication
CWE-284,Java/Kotlin,java/insecure-basic-auth,Insecure basic authentication
CWE-284,Java/Kotlin,java/insecure-ldap-auth,Insecure LDAP authentication
CWE-284,Java/Kotlin,java/world-writable-file-read,Reading from a world writable file
CWE-284,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-284,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-284,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-284,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-284,Java/Kotlin,java/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-284,Java/Kotlin,java/tainted-permissions-check,User-controlled data used in permissions check
CWE-284,Java/Kotlin,java/maven/non-https-url,Failure to use HTTPS or SFTP URL in Maven artifact upload/download
CWE-284,Java/Kotlin,java/improper-intent-verification,Improper verification of intent by broadcast receiver
CWE-284,Java/Kotlin,java/android/incomplete-provider-permissions,Missing read or write permission in a content provider
CWE-284,Java/Kotlin,java/android/implicitly-exported-component,Implicitly exported Android component
CWE-284,Java/Kotlin,java/android/implicit-pendingintents,Use of implicit PendingIntents
CWE-284,Java/Kotlin,java/android/sensitive-communication,Leaking sensitive information through an implicit Intent
CWE-284,Java/Kotlin,java/android/sensitive-result-receiver,Leaking sensitive information through a ResultReceiver
CWE-284,Java/Kotlin,java/android/intent-redirection,Android Intent redirection
CWE-284,Java/Kotlin,java/ignored-hostname-verification,Ignored result of hostname verification
CWE-284,Java/Kotlin,java/insecure-ldaps-endpoint,Insecure LDAPS Endpoint Configuration
CWE-284,Java/Kotlin,java/unvalidated-cors-origin-set,CORS is derived from untrusted input
CWE-284,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-284,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-284,Java/Kotlin,java/permissive-dot-regex,URL matched by permissive.in a regular expression
CWE-284,Java/Kotlin,java/incorrect-url-verification,Incorrect URL verification
CWE-284,JavaScript/TypeScript,js/missing-origin-check,Missing origin verification inpostMessagehandler
CWE-284,JavaScript/TypeScript,js/exposure-of-private-files,Exposure of private files
CWE-284,JavaScript/TypeScript,js/disabling-certificate-validation,Disabling certificate validation
CWE-284,JavaScript/TypeScript,js/insecure-dependency,Dependency download using unencrypted communication channel
CWE-284,JavaScript/TypeScript,js/password-in-configuration-file,Password in configuration file
CWE-284,JavaScript/TypeScript,js/cors-misconfiguration-for-credentials,CORS misconfiguration for credentials transfer
CWE-284,JavaScript/TypeScript,js/session-fixation,Failure to abandon session
CWE-284,JavaScript/TypeScript,js/remote-property-injection,Remote property injection
CWE-284,JavaScript/TypeScript,js/host-header-forgery-in-email-generation,Host header poisoning in email generation
CWE-284,JavaScript/TypeScript,js/missing-rate-limiting,Missing rate limiting
CWE-284,JavaScript/TypeScript,js/hardcoded-credentials,Hard-coded credentials
CWE-284,JavaScript/TypeScript,js/user-controlled-bypass,User-controlled bypass of security check
CWE-284,JavaScript/TypeScript,js/different-kinds-comparison-bypass,Comparison of user-controlled data of different kinds
CWE-284,JavaScript/TypeScript,js/empty-password-in-configuration-file,Empty password in configuration file
CWE-284,JavaScript/TypeScript,js/user-controlled-data-decompression,User-controlled file decompression
CWE-284,JavaScript/TypeScript,js/cors-misconfiguration,overly CORS configuration
CWE-284,JavaScript/TypeScript,js/cors-misconfiguration-for-credentials-more-sources,CORS misconfiguration for credentials transfer with additional heuristic sources
CWE-284,JavaScript/TypeScript,js/remote-property-injection-more-sources,Remote property injection with additional heuristic sources
CWE-284,JavaScript/TypeScript,js/user-controlled-bypass-more-sources,User-controlled bypass of security check with additional heuristic sources
CWE-284,Python,py/pam-auth-bypass,PAM authorization bypass due to incorrect usage
CWE-284,Python,py/overly-permissive-file,Overly permissive file permissions
CWE-284,Python,py/hardcoded-credentials,Hard-coded credentials
CWE-284,Python,py/flask-constant-secret-key,Initializing SECRET_KEY of Flask application with Constant value
CWE-284,Python,py/improper-ldap-auth,Improper LDAP Authentication
CWE-284,Python,py/insecure-ldap-auth,Python Insecure LDAP Authentication
CWE-284,Python,py/cors-misconfiguration-with-credentials,Cors misconfiguration with credentials
CWE-284,Ruby,rb/user-controlled-bypass,User-controlled bypass of security check
CWE-284,Ruby,rb/improper-ldap-auth,Improper LDAP Authentication
CWE-284,Ruby,rb/insecure-dependency,Dependency download using unencrypted communication channel
CWE-284,Ruby,rb/weak-cookie-configuration,Weak cookie configuration
CWE-284,Ruby,rb/overly-permissive-file,Overly permissive file permissions
CWE-284,Ruby,rb/hardcoded-credentials,Hard-coded credentials
CWE-284,Rust,rust/hard-coded-cryptographic-value,Hard-coded cryptographic value
CWE-284,Swift,swift/constant-password,Constant password
CWE-284,Swift,swift/hardcoded-key,Hard-coded encryption key
CWE-285,GitHub Actions,actions/improper-access-control,Improper Access Control
CWE-285,C/C++,cpp/world-writable-file-creation,File created without restricting permissions
CWE-285,C/C++,cpp/open-call-with-mode-argument,File opened with O_CREAT flag but without mode argument
CWE-285,C/C++,cpp/unsafe-dacl-security-descriptor,Setting a DACL to NULL in a SECURITY_DESCRIPTOR
CWE-285,C/C++,cpp/pam-auth-bypass,PAM Authorization bypass
CWE-285,C#,cs/empty-password-in-configuration,Empty password in configuration file
CWE-285,C#,cs/web/missing-function-level-access-control,Missing function level access control
CWE-285,C#,cs/web/insecure-direct-object-reference,Insecure Direct Object Reference
CWE-285,Go,go/pam-auth-bypass,PAM authorization bypass due to incorrect usage
CWE-285,Java/Kotlin,java/local-temp-file-or-directory-information-disclosure,Local information disclosure in a temporary directory
CWE-285,Java/Kotlin,java/android/intent-uri-permission-manipulation,Intent URI permission manipulation
CWE-285,Java/Kotlin,java/world-writable-file-read,Reading from a world writable file
CWE-285,Java/Kotlin,java/android/incomplete-provider-permissions,Missing read or write permission in a content provider
CWE-285,Java/Kotlin,java/android/implicitly-exported-component,Implicitly exported Android component
CWE-285,Java/Kotlin,java/android/implicit-pendingintents,Use of implicit PendingIntents
CWE-285,Java/Kotlin,java/android/sensitive-communication,Leaking sensitive information through an implicit Intent
CWE-285,Java/Kotlin,java/android/sensitive-result-receiver,Leaking sensitive information through a ResultReceiver
CWE-285,Java/Kotlin,java/android/intent-redirection,Android Intent redirection
CWE-285,Java/Kotlin,java/permissive-dot-regex,URL matched by permissive.in a regular expression
CWE-285,Java/Kotlin,java/incorrect-url-verification,Incorrect URL verification
CWE-285,JavaScript/TypeScript,js/exposure-of-private-files,Exposure of private files
CWE-285,JavaScript/TypeScript,js/cors-misconfiguration-for-credentials,CORS misconfiguration for credentials transfer
CWE-285,JavaScript/TypeScript,js/empty-password-in-configuration-file,Empty password in configuration file
CWE-285,JavaScript/TypeScript,js/cors-misconfiguration-for-credentials-more-sources,CORS misconfiguration for credentials transfer with additional heuristic sources
CWE-285,Python,py/pam-auth-bypass,PAM authorization bypass due to incorrect usage
CWE-285,Python,py/overly-permissive-file,Overly permissive file permissions
CWE-285,Ruby,rb/weak-cookie-configuration,Weak cookie configuration
CWE-285,Ruby,rb/overly-permissive-file,Overly permissive file permissions
CWE-287,C/C++,cpp/user-controlled-bypass,Authentication bypass by spoofing
CWE-287,C/C++,cpp/cleartext-storage-file,Cleartext storage of sensitive information in file
CWE-287,C#,cs/empty-password-in-configuration,Empty password in configuration file
CWE-287,C#,cs/password-in-configuration,Password in configuration file
CWE-287,C#,cs/hard-coded-symmetric-encryption-key,Hard-coded symmetric encryption key
CWE-287,C#,cs/session-reuse,Failure to abandon session
CWE-287,C#,cs/hardcoded-connection-string-credentials,Hard-coded connection string with credentials
CWE-287,C#,cs/hardcoded-credentials,Hard-coded credentials
CWE-287,C#,cs/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-287,C#,cs/web/broad-cookie-domain,Cookie security: overly broad domain
CWE-287,C#,cs/web/broad-cookie-path,Cookie security: overly broad path
CWE-287,Go,go/email-injection,Email content injection
CWE-287,Go,go/hardcoded-credentials,Hard-coded credentials
CWE-287,Go,go/improper-ldap-auth,Improper LDAP Authentication
CWE-287,Go,go/parse-jwt-with-hardcoded-key,Decoding JWT with hardcoded key
CWE-287,Go,go/sensitive-condition-bypass,User-controlled bypassing of sensitive action
CWE-287,Java/Kotlin,java/android/insecure-local-key-gen,Insecurely generated keys for local authentication
CWE-287,Java/Kotlin,java/android/insecure-local-authentication,Insecure local authentication
CWE-287,Java/Kotlin,java/insecure-basic-auth,Insecure basic authentication
CWE-287,Java/Kotlin,java/insecure-ldap-auth,Insecure LDAP authentication
CWE-287,Java/Kotlin,java/hardcoded-credential-api-call,Hard-coded credential in API call
CWE-287,Java/Kotlin,java/hardcoded-credential-comparison,Hard-coded credential comparison
CWE-287,Java/Kotlin,java/hardcoded-credential-sensitive-call,Hard-coded credential in sensitive call
CWE-287,Java/Kotlin,java/hardcoded-password-field,Hard-coded password field
CWE-287,Java/Kotlin,java/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-287,Java/Kotlin,java/tainted-permissions-check,User-controlled data used in permissions check
CWE-287,Java/Kotlin,java/credentials-in-properties,Cleartext Credentials in Properties File
CWE-287,Java/Kotlin,java/password-in-configuration,Password in configuration file
CWE-287,JavaScript/TypeScript,js/password-in-configuration-file,Password in configuration file
CWE-287,JavaScript/TypeScript,js/session-fixation,Failure to abandon session
CWE-287,JavaScript/TypeScript,js/host-header-forgery-in-email-generation,Host header poisoning in email generation
CWE-287,JavaScript/TypeScript,js/missing-rate-limiting,Missing rate limiting
CWE-287,JavaScript/TypeScript,js/hardcoded-credentials,Hard-coded credentials
CWE-287,JavaScript/TypeScript,js/user-controlled-bypass,User-controlled bypass of security check
CWE-287,JavaScript/TypeScript,js/different-kinds-comparison-bypass,Comparison of user-controlled data of different kinds
CWE-287,JavaScript/TypeScript,js/empty-password-in-configuration-file,Empty password in configuration file
CWE-287,JavaScript/TypeScript,js/user-controlled-data-decompression,User-controlled file decompression
CWE-287,JavaScript/TypeScript,js/user-controlled-bypass-more-sources,User-controlled bypass of security check with additional heuristic sources
CWE-287,Python,py/hardcoded-credentials,Hard-coded credentials
CWE-287,Python,py/flask-constant-secret-key,Initializing SECRET_KEY of Flask application with Constant value
CWE-287,Python,py/improper-ldap-auth,Improper LDAP Authentication
CWE-287,Python,py/insecure-ldap-auth,Python Insecure LDAP Authentication
CWE-287,Ruby,rb/user-controlled-bypass,User-controlled bypass of security check
CWE-287,Ruby,rb/improper-ldap-auth,Improper LDAP Authentication
CWE-287,Ruby,rb/hardcoded-credentials,Hard-coded credentials
CWE-287,Rust,rust/hard-coded-cryptographic-value,Hard-coded cryptographic value
CWE-287,Swift,swift/constant-password,Constant password
CWE-287,Swift,swift/hardcoded-key,Hard-coded encryption key
CWE-290,C/C++,cpp/user-controlled-bypass,Authentication bypass by spoofing
CWE-290,C#,cs/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-290,Go,go/sensitive-condition-bypass,User-controlled bypassing of sensitive action
CWE-290,Java/Kotlin,java/user-controlled-bypass,User-controlled bypass of sensitive method
CWE-290,Java/Kotlin,java/tainted-permissions-check,User-controlled data used in permissions check
CWE-290,JavaScript/TypeScript,js/user-controlled-bypass,User-controlled bypass of security check
CWE-290,JavaScript/TypeScript,js/different-kinds-comparison-bypass,Comparison of user-controlled data of different kinds
